names,year,Certificate,Runtime,Genre,Rating,Overview,Director,Budget,Revenue
Akira,1988,UA,124,"Animation, Action, Sci-Fi",8.0,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,Katsuhiro Ôtomo,12549001,77302103
The Princess Bride,1987,U,98,"Adventure, Family, Fantasy",8.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Rob Reiner,46878639,52652584
Der Himmel über Berlin,1987,U,128,"Drama, Fantasy, Romance",8.0,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,Wim Wenders,22733783,17334696
Au revoir les enfants,1987,U,104,"Drama, War",8.0,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.",Louis Malle,36295468,47081016
Tenkû no shiro Rapyuta,1986,U,125,"Animation, Adventure, Drama",8.0,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Hayao Miyazaki,23365491,75112010
The Terator,1984,UA,107,"Action, Sci-Fi",8.0,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",James Cameron,10893942,55096107
Gandhi,1982,U,191,"Biography, Drama, History",8.0,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Richard Attenborough,57265428,84850695
Kagemusha,1980,U,180,"Drama, History, War",8.0,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Akira Kurosawa,55740150,10993656
Being There,1979,PG,130,"Comedy, Drama",8.0,"A simpleded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",Hal Ashby,52597821,76758916
Annie Hall,1977,A,93,"Comedy, Romance",8.0,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,Woody Allen,35420482,80265263
Jaws,1975,A,124,"Adventure, Thriller",8.0,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Steven Spielberg,89940173,39395012
Dog Day Afternoon,1975,U,125,"Biography, Crime, Drama",8.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",Sidney Lumet,89323434,75122784
Young Frankenstein,1974,A,106,Comedy,8.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Mel Brooks,95663916,25534027
Papillon,1973,R,151,"Biography, Crime, Drama",8.0,"A man befriends a fellow crial as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",Franklin J. Schaffner,44324889,45825860
The Exorcist,1973,A,122,Horror,8.0,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",William Friedkin,70450637,37389435
Sleuth,1972,PG,138,"Mystery, Thriller",8.0,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",Joseph L. Mankiewicz,70646546,64314908
The Last Picture Show,1971,R,118,"Drama, Romance",8.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Peter Bogdanovich,92312422,30395501
Fiddler on the Roof,1971,G,181,"Drama, Family, Musical",8.0,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",Norman Jewison,79612427,88488570
Il conformista,1970,UA,113,Drama,8.0,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Bernardo Bertolucci,31552621,61000223
Butch Cassidy and the Sundance Kid,1969,PG,110,"Biography, Crime, Drama",8.0,"Wyog, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",George Roy Hill,84181790,98696544
Rosemary's Baby,1968,A,137,"Drama, Horror",8.0,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,Roman Polanski,67600081,51393695
Planet of the Apes,1968,U,112,"Adventure, Sci-Fi",8.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the doant species, and humans are the oppressed and enslaved.",Franklin J. Schaffner,87424604,16342422
The Graduate,1967,A,106,"Comedy, Drama, Romance",8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.,Mike Nichols,28717093,99930494
Who's Afraid of Virginia Woolf?,1966,A,131,Drama,8.0,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Mike Nichols,72340992,66281875
The Sound of Music,1965,U,172,"Biography, Drama, Family",8.0,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,Robert Wise,31468853,23086462
Doctor Zhivago,1965,A,197,"Drama, Romance, War",8.0,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",David Lean,68911829,23784949
Per un pugno di dollari,1964,A,99,"Action, Drama, Western",8.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Sergio Leone,15383188,78872635
8½,1963,,138,Drama,8.0,A harried movie director retreats into his memories and fantasies.,Federico Fellini,86298231,94088000
Vivre sa vie: Film en douze tableaux,1962,,80,Drama,8.0,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Jean-Luc Godard,52572970,50477734
The Hustler,1961,A,134,"Drama, Sport",8.0,An up-and-cog pool player plays a long-time champion in a single high-stakes match.,Robert Rossen,11803993,27632633
La dolce vita,1960,A,174,"Comedy, Drama",8.0,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,Federico Fellini,44933562,95302383
Rio Bravo,1959,Passed,141,"Action, Drama, Western",8.0,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",Howard Hawks,12095553,80071872
Anatomy of a Murder,1959,,161,"Crime, Drama, Mystery",8.0,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",Otto Preger,57931579,44785011
Touch of Evil,1958,PG-13,95,"Crime, Drama, Film-Noir",8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",Orson Welles,40342338,93379637
Cat on a Hot Tin Roof,1958,A,108,Drama,8.0,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his teral father jogs a host of memories and revelations for both father and son.,Richard Brooks,69907745,33392447
Sweet Smell of Success,1957,Approved,96,"Drama, Film-Noir",8.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,Alexander Mackendrick,35166400,35513287
The Killing,1956,Approved,84,"Crime, Drama, Film-Noir",8.0,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,Stanley Kubrick,37544005,88789539
The Night of the Hunter,1955,,92,"Crime, Drama, Film-Noir",8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",Charles Laughton,55995238,47796556
La Strada,1954,,108,Drama,8.0,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Federico Fellini,10332623,39691476
Les diaboliques,1955,,117,"Crime, Drama, Horror",8.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Henri-Georges Clouzot,28412956,42226349
Stalag 17,1953,,120,"Comedy, Drama, War",8.0,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Billy Wilder,74859336,32660583
Roman Holiday,1953,,118,"Comedy, Romance",8.0,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,William Wyler,98797107,68868857
A Streetcar Named Desire,1951,A,122,Drama,8.0,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Elia Kazan,85823935,84988659
In a Lonely Place,1950,,94,"Drama, Film-Noir, Mystery",8.0,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Nicholas Ray,11429758,31067154
Kind Hearts and Coronets,1949,U,106,"Comedy, Crime",8.0,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Robert Hamer,56216560,71535232
Rope,1948,A,80,"Crime, Drama, Mystery",8.0,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Alfred Hitchcock,11387092,39971413
Out of the Past,1947,,97,"Crime, Drama, Film-Noir",8.0,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",Jacques Tourneur,67084304,23139215
Brief Encounter,1945,U,86,"Drama, Romance",8.0,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",David Lean,75738575,63768207
Laura,1944,Passed,88,"Drama, Film-Noir, Mystery",8.0,A police detective falls in love with the woman whose murder he is investigating.,Otto Preger,20302319,22112398
The Best Years of Our Lives,1946,Approved,170,"Drama, Romance, War",8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,William Wyler,23671205,66300815
Arsenic and Old Lace,1942,,118,"Comedy, Crime, Thriller",8.0,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,Frank Capra,36648364,28484389
